Type NM Description,PersonID NM,ReportNumber NM,ActionPriorToCrash NM,ActionPriorToCrash NM Description,Age NM,City NM,ContactPoint NM,ContactPoint NM Description,DistractedByAction NM,DistractedByAction NM Description,DistractedBySource,DistractedBySource Description,Gender NM,IncidentResponder NM,IncidentResponder NM Description,InjuryStatus NM,InjuryStatus NM Description,Location NM,Location NM Description,OriginDestination NM,OriginDestination NM Description,State NM,StruckByVehID NM,Type NM,Unknown NM,ZipCode NM
Cyclist (Electric),e531d29b-1a8b-4e9f-94f8-503d4aee97a7,CTX375001T,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),24,BERLIN,09,Left,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,10,On-Street Bike Lanes,99,Unknown,MD,1237ec05-9a5c-4c7b-8433-a1add0548197,100,N,21811
Pedestrian,4a9dc317-29b3-4b06-b44a-6b592f107d9d,MCP3402000B,07,Walking/Cycling on Sidewalk,45,SILVER SPRING,09,Left,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,17,Sidewalk,99,Unknown,MD,c746eb04-8449-4e00-b87b-4c7849134445,06,N,20904
Scooter (electric),e1936396-7b55-4446-bb12-1aba81171489,DD5538004L,07,Walking/Cycling on Sidewalk,20,POTOMAC,09,Left,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,14,Driveway Access,99,Unknown,MD,19d912c4-e844-4d7d-a855-f9e3ad4fccfd,102,N,20854
Pedestrian,27efab97-c408-4fb7-a34e-445b08e10d85,ADK993000X,101,Cross/Enter Not at Intersection,54,BALTIMORE CITY,09,Left,00,Not Distracted,,,F,02,EMS,03,Suspected Minor Injury,06,Shoulder/Roadside,99,Unknown,MD,6663f6a0-b98c-45ad-b4bf-74e79178e837,06,N,21202
Pedestrian,6bd3ab7c-4dc8-48fd-bb2d-08cb86a3f6d6,JCP123000C,98,Other,42,WASHINGTON,09,Left,01,Talking/listening,01,Hands-Free Mobile Phone,F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,DC,4acafde3-8dc7-4ac9-a580-e1acf9b3315f,06,N,20032
Pedestrian,47328850-9233-4afb-8a22-91a1c2c9a8ff,AE67420020,99,Unknown,21,TOWSON,09,Left,01,Talking/listening,03,Other Electronic Device,F,02,EMS,03,Suspected Minor Injury,98,Other,99,Unknown,MD,c027b5dc-d530-4db8-91cd-c8305b7edef6,06,N,21286
Pedestrian,d3dd72d1-997d-4d03-a91c-523d664a2104,AE6530003J,101,Cross/Enter Not at Intersection,28,PARKVILLE,09,Left,02,"Manually Operating (dialing, playing game, etc.)",02,Hand-Held Mobile Phone,F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,83fb03bc-3230-47fb-8ec6-7cb80c225dd3,06,N,21234
Pedestrian,d0c45196-07e6-4d8f-8afe-3427799a6336,MCP3176002T,98,Other,31,ODENTON,09,Left,03,"Other Action (looking away from task, etc.)",07,"Other Distraction (animal, food, grooming)",F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,e71ba35e-f14d-48ef-a72c-415d3b5c6d6d,06,N,21113
Pedestrian,0ca24fa1-a6bd-4665-a829-b0bcf0952543,DD56530044,101,Cross/Enter Not at Intersection,29,ROCKVILLE,09,Left,03,"Other Action (looking away from task, etc.)",99,Unknown,F,01,No,03,Suspected Minor Injury,06,Shoulder/Roadside,99,Unknown,MD,b8464cd9-61bc-432f-a7e0-5e4d84daedb3,06,N,20850
Pedestrian,b9a41680-94ef-4a1b-9c3f-308c315c59c8,ADK378002J,105,Other Working,36,BALTIMORE,09,Left,03,"Other Action (looking away from task, etc.)",99,Unknown,F,01,No,03,Suspected Minor Injury,98,Other,99,Unknown,MD,46394526-4092-4f3a-b4cb-e0d41280939b,06,N,21215
Pedestrian,488aadb2-e767-4a1b-9050-e97e74c3f884,ADK933000S,101,Cross/Enter Not at Intersection,13,BALTIMORE,09,Left,03,"Other Action (looking away from task, etc.)",99,Unknown,F,02,EMS,03,Suspected Minor Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,09d6f3ee-485f-4529-98a8-27410b79674c,06,N,21231
Pedestrian,49327857-432c-40e7-92dd-e64538c1ddfd,ADK649005D,100,Cross/Enter at Intersection,24,BALTIMORE,09,Left,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,04b6cb8f-15f6-4250-b3d1-63855a7187de,06,N,21202
Pedestrian,fd9d2e11-f376-41bb-8f2e-b74595a73bb9,DA4388000G,100,Cross/Enter at Intersection,36,GATHERSBURG,09,Left,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,115d55b8-1dec-4b75-9267-76f1b9347449,06,N,20879
Pedestrian,a8131224-91a5-4e97-8ddc-4a5c6d1c88ec,MCP3111007T,100,Cross/Enter at Intersection,42,KENSINGTON,09,Left,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,cb2a174e-4bb0-49c5-848a-2cc17687d6d1,06,N,20895
Pedestrian,5eafd405-039d-42fa-9947-27a6ec33db6b,MCP3193005Z,100,Cross/Enter at Intersection,63,SILVER SPRING,09,Left,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,bd70f033-45e2-4e55-8f89-13f7a30574ae,06,N,20902
Pedestrian,0bc06154-6d80-4940-8007-64bc9ecf09f8,DA401800BQ,100,Cross/Enter at Intersection,65,RIVERDALE,09,Left,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,95edbdc6-f37f-4ef8-97ec-75127cc180fc,06,N,20785
Pedestrian,700eda5d-fbe4-4682-ae3c-70da6ec50196,DA44290004,100,Cross/Enter at Intersection,35,HYATTSVILLE,09,Left,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,81f1491c-48bd-4b3f-9321-66c9ccfb407c,06,N,20783
Pedestrian,b2405330-0d24-4985-8ed4-89290f712df0,AE536700N7,101,Cross/Enter Not at Intersection,28,TIMONIUM,09,Left,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,b0c6e298-d40f-444b-9bc2-c70640af203b,06,N,21093
Pedestrian,e374029a-c321-43cf-af48-b3e69fbb59ca,RD0119003D,101,Cross/Enter Not at Intersection,33,RIVERDALE,09,Left,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,7b2d3666-f4f5-4de0-bf24-fbc940ccd55f,06,N,20737
Pedestrian,eabc1b0d-dca2-4167-8a58-0221e4a81bef,MCP93650030,101,Cross/Enter Not at Intersection,33,SILVER SPRING,09,Left,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,98,Other,99,Unknown,MD,5dc0f0ba-02cc-4c9f-b4cf-e6859ef0f6b5,06,N,20904
Pedestrian,3f0304fb-d362-44d7-b184-33b3e4cef49d,AE6625001X,103,Getting Off/On Vehicle,65,DUNDALK,09,Left,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,98,Other,99,Unknown,MD,62949bf8-6e25-4f4c-ac68-778d74b6bf4a,06,N,21222
Pedestrian,7e155f9c-1113-4550-b00d-af6109cb615c,CE5127001L,00,None,19,LAUREL,09,Left,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,7d1e0b35-32c8-48f8-96ed-d13fea072799,06,N,20707
Pedestrian,3b8ecf73-916c-451d-ab6f-8c5f658a0637,AE6628002M,99,Unknown,74,DUNDALK,09,Left,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,cf711d21-ac66-4466-93b0-130eed8b4c48,06,N,21222
Pedestrian,424602cc-7987-4c82-ad8a-3bdae9cf83f1,AE66970018,99,Unknown,18,DUNDALK,09,Left,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,13,Off-Street Trails/Sidepaths,99,Unknown,MD,ada5710c-5888-4098-8909-772b1aea7c2d,06,N,21222
Scooter (electric),51031339-7556-4e97-a592-96b358ee483d,ADK971000G,99,Unknown,40,BALTIMORE,09,Left,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,99,Unknown,99,Unknown,MD,7bd56960-258c-4886-8738-efba35a4cf93,102,N,21231
Unknown,db630ac6-c734-4c12-abd8-9dfb671cf1f1,ADK895000N,99,Unknown,57,BALTIMORE,09,Left,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,15,Non-Trafficway Area,99,Unknown,MD,8dd7dc7d-1606-44d0-9c8a-631f4b62593a,99,N,21212
Pedestrian,0022ce94-5700-4295-ba04-b50581e4665b,CC0292001F,100,Cross/Enter at Intersection,33,HYATTSVILLE,09,Left,99,Unknown,99,Unknown,F,04,Police,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,f064be9b-bafe-49b6-9c7a-9a5857301593,06,N,20781
Pedestrian,cfd8f6aa-1963-4efa-9667-0c01f16b2f77,JCP1030002,100,Cross/Enter at Intersection,60,WINDSOR MILL,09,Left,99,Unknown,99,Unknown,F,04,Police,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,1e34e3eb-417b-4c66-8e5b-10e1e460a6dc,06,N,21244
Pedestrian,0518279d-ec69-415d-a4e2-1a0feebdce38,MCP32590056,100,Cross/Enter at Intersection,13,BETHESDA,12,Front,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,25dcc4cc-1869-4ce8-85bb-1b5f5cb8c639,06,N,20815
Pedestrian,7be8b32f-a450-4020-8862-1558793cffcf,EJ78870054,100,Cross/Enter at Intersection,41,GAITHERSBURG,12,Front,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,1db1ac7a-5720-47c5-af71-74f81c3b3558,06,N,20879
Pedestrian,b4f08655-61a2-49f4-8470-cbb82cf91c3a,AE66700016,100,Cross/Enter at Intersection,53,DUNDAK,12,Front,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,b7692ad3-9a82-48fa-869c-dd0c13d1b8f0,06,N,21224
Pedestrian,751ef15c-ee26-4b72-a5b4-8092275e54c3,MCP2187002D,100,Cross/Enter at Intersection,71,GAITHERSBURG,12,Front,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,c116931a-4d75-4af1-b1aa-bacb3b864fd7,06,N,20877
Pedestrian,0b0a3f94-538d-414d-8ce1-d4aa4b3f5aee,AE6672001Y,100,Cross/Enter at Intersection,82,BALTIMORE,12,Front,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,a9292668-bd1a-45ad-a9f9-6283fc92b3a6,06,N,21208
Pedestrian,3c0e0c5b-a456-40f6-97be-f0f65f2e8e00,ADL019000B,101,Cross/Enter Not at Intersection,71,BALTIMORE,12,Front,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,03,Intersection – Other,99,Unknown,MD,a3e9fe77-f67e-4ba3-be6d-54b4ab384f09,06,N,21201
Pedestrian,a448bda2-4305-4923-8b6c-2d7e774118b2,AE4850008D,101,Cross/Enter Not at Intersection,13,OWINGS MILLS,12,Front,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,533ad44e-689f-471d-b552-526b4635f8fa,06,N,21117
Pedestrian,fde0c7eb-56bd-4c6b-88be-568e51ade5ff,CB64090007,101,Cross/Enter Not at Intersection,43,COLUMBIA,12,Front,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,c24e4e7d-0157-43cc-ae67-3c3c0c4e1b64,06,N,21046
Pedestrian,545d1202-8dd3-448f-a9af-4521d6952a2d,MCP271700YZ,101,Cross/Enter Not at Intersection,25,SILVER SPRING,12,Front,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,98,Other,99,Unknown,MD,7b7ee715-ba56-4253-a61b-538718a27a20,06,N,20904
Pedestrian,a72edd02-6027-4b81-b6c9-a10064821394,DA42450039,103,Getting Off/On Vehicle,68,WASHINGTON,12,Front,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,14,Driveway Access,99,Unknown,DC,45abd8e6-ab99-4ef8-be98-61ad4e81c162,06,N,20002
Cyclist (non-electric),a11eb5ab-c896-4c25-98d4-e98e33ac1de4,BS5794000B,05,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane),29,FREDERICK,12,Front,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,06,Shoulder/Roadside,99,Unknown,MD,85d8d0e1-0917-4b0c-a5e6-ebb4623ca870,101,N,21703
Pedestrian,ad545435-cf08-490d-92ce-7b52c9cbfd66,AS03640036,100,Cross/Enter at Intersection,36,CAMBRIDGE,12,Front,01,Talking/listening,01,Hands-Free Mobile Phone,F,01,No,03,Suspected Minor Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,95b3088a-d377-4096-b141-240670b6b76b,06,N,21613
Pedestrian,d905ed56-ecd1-4195-b293-aa9a1c29dcf0,AE62630070,102,Standing,47,PIKESVILLE,12,Front,03,"Other Action (looking away from task, etc.)",06,External (to vehicle/non-motorist area),F,01,No,03,Suspected Minor Injury,98,Other,99,Unknown,MD,315468a4-7cdc-46bf-bcba-a05d9d467e8f,06,N,21208
Pedestrian,d0e589e7-38a7-4b27-a7d7-a22ef7d1fd7e,BD0255002Y,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),43,CUMBERLAND,12,Front,100,Texting,02,Hand-Held Mobile Phone,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,637402bb-d342-43f0-a972-fc4c937d6e2e,06,N,21502
Pedestrian,8bdad06b-1a98-4357-acf5-36981c55b7ac,DA3615000J,101,Cross/Enter Not at Intersection,23,WALDORF,12,Front,99,Unknown,07,"Other Distraction (animal, food, grooming)",F,01,No,03,Suspected Minor Injury,15,Non-Trafficway Area,99,Unknown,MD,f0abcdd6-b41d-4353-be82-877fa32801b2,06,N,20602
Pedestrian,b52943ff-de73-48d5-8a8a-3fca68670620,AT10370008,100,Cross/Enter at Intersection,32,CAPITOL HEIGHTS,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,a018520e-3d9c-4abb-a6d1-021cf7dd2ee7,06,N,20743
Pedestrian,d91a0680-68ff-43f0-b34e-1f6b63f7ab43,AE6025004V,100,Cross/Enter at Intersection,49,BALTIMORE,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,8e0162d4-f7c5-4613-9915-ae20884c9f23,06,N,21224
Pedestrian,e80ac611-b13d-4bde-8d30-8ef6e219088c,MCP2372006V,100,Cross/Enter at Intersection,81,BETHESDA,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,ef541c37-8095-4964-bbbd-23ffa95295c6,06,N,20814
Pedestrian,378d6b14-1272-4937-a7f4-d1f3f5bf8922,AE6802000F,100,Cross/Enter at Intersection,58,BALTIMORE,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,d895d663-1f20-49fa-a549-5e3f54487946,06,N,21207
Pedestrian,b86702ad-1c54-44ce-a89a-6232eb931ce1,CBPD0068006H,100,Cross/Enter at Intersection,14,LANHAM,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,58dd545b-5bf2-4f0a-83e8-964cffa5702b,06,N,20706
Cyclist (non-electric),afbf0c74-5dd9-4ccd-97d1-5fef2469b6ae,DE11140079,100,Cross/Enter at Intersection,30,OCEAN CITY,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,03,Intersection – Other,99,Unknown,MD,4a66f025-449a-42f2-adc5-ca0d42efd903,101,N,21842
Pedestrian,436a5f97-394b-472b-be98-75d945a79f0c,AM0342007Z,101,Cross/Enter Not at Intersection,59,WASHINGTON,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,DC,6d0355ae-c8a7-404d-8f27-9167bdacf774,06,N,20002
Pedestrian,e36bb096-fb8e-4544-a74e-52e0be6d71a8,AE425300WB,101,Cross/Enter Not at Intersection,18,OWINGS MILLS,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,3db05e3b-4d12-4fe7-b2b9-0bc6ccd28337,06,N,21117
Cyclist (non-electric),a0476ff8-49c4-4004-bc28-cbf6aedfb791,ADK839001G,00,None,9,BALTIMORE,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,99,Unknown,99,Unknown,MD,b19b9105-65bb-4c50-879c-813a17e5ef02,101,N,21213
Pedestrian,19c2e3af-c39d-4140-882d-41fae555b563,MCP3424000S,99,Unknown,44,NEW YORK,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,NY,15eea26b-20c3-4e0d-ad55-945361826529,06,N,10019
Pedestrian,27b7ce76-2696-45a9-a67b-5b3f97672624,AE620800G0,05,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane),58,BALTIMORE,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,a84a5d27-38d1-4a89-b45e-6b97742e0c85,06,N,21229
Cyclist (Electric),f35cdb40-9fbc-49c0-81bd-f51a761b5032,BX39340091,05,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane),59,HAGERSTOWN,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,19b113dd-3a02-4349-9230-8d416d9a72f7,100,N,21740
Scooter (electric),31e8a4f1-ea6f-4394-91bb-49309bb11253,ADK485002B,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),15,BALTIMORE,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,1ac5a202-c5aa-46cf-aab3-d022393ee367,102,N,21217
Pedestrian,c24bae15-a45d-4606-8d1a-12c42cb748e9,MCP2693004H,07,Walking/Cycling on Sidewalk,50,HAGERSTOWN,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,14,Driveway Access,99,Unknown,MD,f68e19e1-9c5f-46c9-b94d-549afc8e358b,06,N,21740
Pedestrian,f4a352cf-fbd3-4ffb-94f7-7c4bf2f7b6f8,ADK819002Q,07,Walking/Cycling on Sidewalk,60,BALTIMORE,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,99,Unknown,99,Unknown,MD,81cd0010-dd13-4d36-8a0c-3abf15425967,06,N,21230
Cyclist (non-electric),0a61b00a-05d3-4ab6-8a07-1bb1360bb704,ADK887001Y,07,Walking/Cycling on Sidewalk,29,HOWARD,12,Front,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,c43d5a1f-e2d7-4276-818a-a618b8db7198,101,N,21043
Occupant Of a Non-Motor Vehicle Transportation Device,6e116150-ff60-48b7-b3b4-49813d2c6561,AE6285004V,07,Walking/Cycling on Sidewalk,9,DUNDALK,12,Front,99,Unknown,99,Unknown,F,02,EMS,03,Suspected Minor Injury,03,Intersection – Other,99,Unknown,MD,8f3f23d7-7c8b-4ea7-94c5-70355d9dcc84,08,N,21222
Pedestrian,4797825e-4e52-44d8-ab2e-885af838de71,DA4195006N,100,Cross/Enter at Intersection,21,WASHINGTON,99,Unknown,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,DC,fbf4e615-49ad-4d82-a7c7-c3477e98b799,06,N,20019
Pedestrian,f0193013-7a8c-48d4-9591-cbe49ce623be,MCP3386001W,100,Cross/Enter at Intersection,12,BETHESDA,99,Unknown,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,131004e0-417f-458f-b5ca-e63ed70107d4,06,N,20814
Pedestrian,cf5070f4-0a00-4ebc-87fc-5ae2cb71607c,MCP2898005J,100,Cross/Enter at Intersection,15,GERMANTOWN,99,Unknown,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,f90b62ad-fff1-464e-9fa5-c0509cbd1cae,06,N,20874
Pedestrian,b0a83dc2-e3e3-4e91-8d4c-ce070a4756b5,ADK9910006,101,Cross/Enter Not at Intersection,36,BALTIMORE,99,Unknown,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,82453f1d-2270-4b38-bdd2-946147ad4de8,06,N,21215
Pedestrian,11aa7b1e-9843-4a58-b8c5-4319cbc7e8b3,ADK679001J,101,Cross/Enter Not at Intersection,71,BALTIMORE,99,Unknown,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,99,Unknown,99,Unknown,MD,11c72d36-654b-4254-8732-711b2088829d,06,N,21213
Cyclist (Electric),c038960e-0f23-4160-9e4d-d7573e86322f,ADK891001Q,00,None,31,BALTIMORE,99,Unknown,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,99,Unknown,99,Unknown,MD,5c1dbcf9-cfb8-4194-b057-f55f4f652405,100,N,21218
Unknown,f3c22a9d-f02c-457f-94cc-b6a5ce578270,DA42550026,00,None,20,BALTIMORE,99,Unknown,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,99,Unknown,99,Unknown,MD,07680311-1e46-4296-976d-e88d60f863b3,99,N,21216
Occupant Of a Non-Motor Vehicle Transportation Device,a866294c-ca87-48b6-a67f-7e568b44aae9,MSP6225017H,98,Other,18,GLEN ROCK,99,Unknown,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,PA,d254871c-c8ba-4fbe-a7cf-f6a4098718d9,08,N,17327
Unknown,fd80fa8e-5a0d-4bc4-b23f-cd812e5e826a,DJ0182000D,99,Unknown,66,CAPITOL HEIGHTS,99,Unknown,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,99,Unknown,99,Unknown,MD,4dcc0975-c6bf-4e49-9bdc-6d54cadab468,99,N,20743
Pedestrian,ac69d50f-fe29-4255-a99d-00112b71811c,ADK611003H,05,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane),54,BALTIMORE,99,Unknown,00,Not Distracted,,,F,01,No,03,Suspected Minor Injury,98,Other,99,Unknown,MD,b917625d-2cae-45cf-b14e-782386742bec,06,N,21212
Pedestrian,869e6a0e-1baa-4020-b134-5c6ff3d7eaf9,ADK655002D,100,Cross/Enter at Intersection,6,BALTIMORE,99,Unknown,00,Not Distracted,,,F,02,EMS,03,Suspected Minor Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,0914cb06-e3db-43a7-94c6-0523dff9118f,06,N,21223
Pedestrian,71c9ff57-04ef-4e9b-b746-c6b715676576,ADK965000M,101,Cross/Enter Not at Intersection,47,BALTIMORE,99,Unknown,03,"Other Action (looking away from task, etc.)",99,Unknown,F,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,750f2dfd-9d0a-4b0d-9899-855aff1dfe49,06,N,21213
Pedestrian,e886ae2e-5310-45b6-b0ee-4d607d7de723,ADK9430012,100,Cross/Enter at Intersection,36,HOMELESS,99,Unknown,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,8f7b8626-8367-48f7-ae5f-a46a15b95622,06,N,21217
Pedestrian,fa215fad-fdb9-4e8e-8110-b94ce858c8bb,ADK6830021,100,Cross/Enter at Intersection,18,BALTIMORE,99,Unknown,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,03,Intersection – Other,99,Unknown,MD,87bdbb4a-7edf-4c20-84cc-01b00c23ac78,06,N,21229
Pedestrian,e9432e6d-255e-43aa-bca1-d2b56b520187,ADK3440017,101,Cross/Enter Not at Intersection,35,TOWNSON,99,Unknown,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,03,Intersection – Other,99,Unknown,MD,595dfa05-2f6a-49ee-ab13-894088364a38,06,N,21286
Pedestrian,b3b2dc16-7347-448b-94e1-cb1ce7fc75f8,ADK952000H,99,Unknown,30,BALTIMORE,99,Unknown,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,99,Unknown,99,Unknown,MD,660ec402-44f1-4f65-abe0-bc73555b6eb9,06,N,21218
Pedestrian,9d071b54-7b38-4216-b70b-56100ce1493a,DA4350001H,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),27,ALEXANDRIA,99,Unknown,99,Unknown,99,Unknown,F,01,No,03,Suspected Minor Injury,06,Shoulder/Roadside,99,Unknown,VA,a5bc6004-640d-48b2-bb95-1f03dd8a0079,06,N,22306
Pedestrian,5ee8d031-5fc4-4610-af76-5ef40d74d459,DA39850046,103,Getting Off/On Vehicle,17,CLINTON,99,Unknown,99,Unknown,99,Unknown,F,98,Other,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,b8908096-d9a4-4e34-a8be-0416007e7372,06,N,20735
Pedestrian,874b372d-1ef4-4769-acb6-d87031392bf6,CB64030010,100,Cross/Enter at Intersection,17,COLUMBIA,03,Right,00,Not Distracted,,,F,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,2a024451-f679-446f-91ac-ab830877893e,06,N,21044
Pedestrian,086e7576-1a54-46ff-a978-565230536203,CTX3730028,100,Cross/Enter at Intersection,22,OCEAN CITY,03,Right,00,Not Distracted,,,F,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,9c3ee56d-18a1-4248-babf-e5632c2f30f8,06,N,21842
Pedestrian,d07c1cbf-1309-4ac4-b243-dfc189f653bf,MCP31480068,100,Cross/Enter at Intersection,26,ROCKVILLE,03,Right,00,Not Distracted,,,F,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,8942baf0-05df-4c7f-8f30-0909dba66545,06,N,20852
Pedestrian,6c515778-3cef-4d24-b57f-426f885651e5,DA421200DW,100,Cross/Enter at Intersection,33,RIVERDALE,03,Right,00,Not Distracted,,,F,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,03af97c6-1d2a-421f-926f-209904f7f9e0,06,N,20737
Pedestrian,c962de79-6d4d-4054-9745-a0bde6f41f0e,MCP28450091,100,Cross/Enter at Intersection,36,SILVER SPRING,03,Right,00,Not Distracted,,,F,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,5b329e96-e686-440f-a3ec-a23425c028ab,06,N,20901
